ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x5f46,CUS_0xac14,January,Bulll,28,588-97-9229,Media_Manager,66575.2,5631.9333333333325,5,4,2,2,"Auto Loan, and Auto Loan",8,0,8.96,1.0,_,985.64,36.78270551505316,16 Years and 9 Months,No,107.50539874896064,128.3828012068078,High_spent_Large_value_payments,567.305133377565,Good
0x2031,CUS_0xb4be,April,Carrick Mollenkampu,19,976-78-6014,Engineer,20354.85,1403.2375,8,6,30,7,"Payday Loan, Payday Loan, Not Specified, Credit-Builder Loan, Student Loan, Payday Loan, and Personal Loan",36,24,23.66,10.0,Bad,4288.63,32.25486440399786,2 Years and 5 Months,NM,80.21854912819705,76.4486233514868,Low_spent_Small_value_payments,273.65657752031615,Standard
0x2e5b,CUS_0x9e28,June,Vaughanq,43,819-43-1589,Scientist,34204.8,2725.4,10,5,17,6,"Payday Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",31,19,15.52,14.0,Bad,3285.72,38.9321260592779,1 Years and 8 Months,Yes,106.99731417311476,134.47216034993136,Low_spent_Small_value_payments,321.0705254769539,Poor
0x2176,CUS_0x4eb4,May,Michael Avokf,21_,955-76-5444,Journalist,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,16,17.0,5.0,_,811.08,32.70853880962081,10 Years and 11 Months,Yes,57.08103770858573,__10000__,High_spent_Small_value_payments,409.132231166588,Standard
0x1c2a,CUS_0xc3b7,May,,38,482-53-4479,Architect,40391.66,3357.971666666667,10,7,18,3,"Payday Loan, Not Specified, and Mortgage Loan",39,21,3.51,12.0,Bad,1950.62,25.192026724578252,8 Years and 3 Months,Yes,60.370828399887685,34.141433776380616,High_spent_Large_value_payments,481.2849044903985,Poor
0x178f,CUS_0x4004,February,Carlosj,43,679-26-6464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,16.58,6.0,Standard,98.97,27.806917787306933,13 Years and 2 Months,Yes,149.89719942100822,83.30040818642512,High_spent_Medium_value_payments,483.2773923925665,Standard
0x4eb4,CUS_0x8ecf,July,Abboudq,35,879-56-3473,Journalist,70978.44,5993.87,6,1452,21,-100,"Personal Loan, Student Loan, Auto Loan, Auto Loan, and Mortgage Loan",25,16,23.58,8.0,Standard,1587.98,32.34975438027392,14 Years and 5 Months,Yes,262.8315664258443,__10000__,Low_spent_Medium_value_payments,89.2609859683677,Poor
0x329b,CUS_0x84da,February,Tara LaCapraa,54,107-35-4416,Doctor,130688.56,11134.713333333333,0,2,2,-100,,12,3,4.31,5.0,Good,466.13,44.8661281907173,15 Years and 9 Months,NM,0.0,199.51674924384682,High_spent_Large_value_payments,1153.9545840894866,Good
0x3199,CUS_0x472b,August,Carrickt,40,390-24-8662,Writer,29661.64,2377.8033333333333,6,6,11,-100,"Auto Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",18,16,12.5,10.0,Standard,347.44,35.361058349495444,NA,Yes,114.1498903075758,60.35717830332838,High_spent_Large_value_payments,303.2732647224292,Good
0x3265,CUS_0x5f36,August,Ed Stoddardh,16,465-96-2216,Media_Manager,85915.31999999999,7231.61,6,7,13,4,"Credit-Builder Loan, Mortgage Loan, Payday Loan, and Payday Loan",10,20,15.51,6.0,Standard,429.12,26.928830438896853,5 Years and 9 Months,Yes,167.08147147226308,271.11172435087866,High_spent_Medium_value_payments,534.9678041768584,Standard
