ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x573a,CUS_0x193c,May,Christiaan Hetzners,25,#F%$D@*&8,Writer,83675.56,6913.963333333332,10,10,19,6,"Payday Loan, Not Specified, Mortgage Loan, Auto Loan, Not Specified, and Mortgage Loan",21,22,7.76,6.0,Bad,2671.76,26.65731029916879,12 Years and 11 Months,NM,361.77764391297904,673.9642151839282,Low_spent_Medium_value_payments,,Poor
0x328f,CUS_0x864,February,Emmottf,2455,610-69-9615,Teacher,34480.2,2691.35,7,4,5,0,,30,11,2.85,4.0,Standard,398.91,29.565091804519678,16 Years and 11 Months,Yes,0.0,224.79095727777423,Low_spent_Large_value_payments,314.3440427222257,Standard
0x503b,CUS_0x29e9,February,Mutikaniv,39,499-31-6441,Teacher,56157.03,4790.7525,8,9,31,5,"Payday Loan, Not Specified, Home Equity Loan, Payday Loan, and Not Specified",33,21,21.24,13.0,_,3403.79,39.289795792488704,12 Years and 5 Months,Yes,184.52283791013969,94.78031706575274,High_spent_Medium_value_payments,449.7720950241076,Poor
0x188e,CUS_0x6ffb,May,,37,716-35-4628,Writer,17251.38,1654.615,6,3,7,7,"Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan",8,15,15.06,10.0,Standard,2431.64,33.914865389507106,11 Years and 8 Months,Yes,57.35116518894053,71.91051580059042,High_spent_Small_value_payments,296.19981901046907,Standard
0x4890,CUS_0x64a3,July,,28,420-36-8896,Teacher,55916.52,4597.71,8,7,5,4,"Auto Loan, Mortgage Loan, Student Loan, and Mortgage Loan",18,14,2.23,2.0,Standard,1069.61,37.563451271909145,26 Years and 9 Months,NM,103.0663890283302,175.28792708210162,Low_spent_Medium_value_payments,461.41668388956816,Standard
0x641c,CUS_0x6442,March,Pedros,28,149-03-5795,Mechanic,14520.69,1379.0575,7,10,32,7,"Mortgage Loan, Not Specified, Mortgage Loan, Payday Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",15,24,15.62,6.0,Bad,2921.07,39.51750874317057,6 Years and 1 Months,Yes,68.39617127226113,183.2719153345046,Low_spent_Small_value_payments,176.23766339323433,Standard
0x61ce,CUS_0x594e,January,Neale Gulleya,23,796-14-2828,Developer,38684.2,3423.683333333333,7,5,16,3,"Personal Loan, Payday Loan, and Payday Loan",20,20,16.24,8.0,Standard,1464.16,36.83159578839522,NA,Yes,70.03845524241211,94.5157296638386,High_spent_Medium_value_payments,427.8141484270826,Poor
0x5a5e,CUS_0x4df2,May,Colep,19,295-09-1061,_______,103755.87,8577.3225,8,4,12,7,"Personal Loan, Not Specified, Mortgage Loan, Auto Loan, Payday Loan, Payday Loan, and Credit-Builder Loan",21,15,7.27,4.0,Standard,1013.57,31.087308579814554,9 Years and 0 Months,Yes,53299.0,394.2061151229661,High_spent_Small_value_payments,317.4491984308078,Standard
0x2cfd,CUS_0x5719,April,Jeremy Pelofskyk,27,196-15-9535,Writer,41342.86,3336.5999525700604,8,3,18,4,"Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",11,21,12.73,8.0,Standard,262.96,29.101189856357365,6 Years and 7 Months,NM,211.67413064727046,64.53253650189163,High_spent_Large_value_payments,388.35554694744417,Standard
0x565f,CUS_0x8e5,February,Kyriakidouz,44,454-53-0773,Musician,7012.31,577.3591666666667,8,6,20,5,"Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Student Loan, and Student Loan",33,24,5.64,10.0,Bad,4784.12,29.547794482400622,9 Years and 2 Months,Yes,20.58222058783164,25.39945877863784,Low_spent_Small_value_payments,301.7542373001972,Poor
0x5fab,CUS_0x1960,June,Jasonj,53,072-65-2594,Architect,32707.14,,5,6,20,1,Home Equity Loan,30,9,2.97,4.0,_,405.07,31.59285264806184,NA,Yes,22.10318545741732,159.6447043808941,Low_spent_Large_value_payments,356.21161016168855,Standard
0x36c0,CUS_0xc620,July,Nichola Groomy,37_,114-58-5451,Lawyer,42769.78,3549.5603376559643,4,4,16,4,"Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",13,11,7.58,3.0,Standard,308.91,36.63548927542824,23 Years and 5 Months,No,312.9646080127097,67.10777562125162,!@9#%8,442.13044537674074,Good
0x3174,CUS_0x40de,July,Dina Kyriakidouc,40,436-89-7606,Journalist,43700.61,3574.7175,0,7,5,2,"Personal Loan, and Not Specified",2,11,5.57,8.0,Good,633.46,34.10945283367327,31 Years and 8 Months,No,66.91752494781487,87.76399863731743,!@9#%8,452.79022641486773,Good
0x30c8,CUS_0xac81,March,Emmottl,34,211-79-7436,Mechanic,18096.155,1338.0129166666666,3,6,18,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",6,19,12.83,8.0,Standard,162.21,32.93135843966412,23 Years and 5 Months,Yes,34.09269975586441,51.099004599544,Low_spent_Large_value_payments,318.60958731125834,Standard
0x4b16,CUS_0x4a9b,May,Mattm,18,873-48-7202,Manager,9734.325,876.19375,8,10,31,4,"Credit-Builder Loan, Student Loan, Payday Loan, and Payday Loan",61,19,6.21,11.0,Bad,2558.01,33.911408947707194,13 Years and 6 Months,Yes,17.853985427965764,65.4897280455867,Low_spent_Small_value_payments,294.27566152644755,Poor
0x1fed,CUS_0x5d94,August,Tom Milese,40,653-16-0086,Developer,122978.43,10514.2025,0,1,9,3,"Home Equity Loan, Student Loan, and Debt Consolidation Loan",14,3,2.33,3.0,Good,1197.33,43.590260800449975,28 Years and 5 Months,No,168.0066863638793,179.01488290312332,High_spent_Large_value_payments,944.3986807329973,Good
0x3c0c,CUS_0xb513,July,Aloisig,38,544-88-4719,Scientist,29143.88_,2257.6566666666668,8,5,14,3,"Payday Loan, Auto Loan, and Credit-Builder Loan",10,12,8.09,4.0,Standard,518.69,29.943776912657576,15 Years and 10 Months,No,45.607024546823276,304.2688404395504,Low_spent_Small_value_payments,165.8898016802931,Standard
0x631f,CUS_0x58b0,February,John McCrankb,21,868-95-3928,Doctor,47873.6,3895.4666666666662,3,3,19,2,"Mortgage Loan, and Payday Loan",18,16,14.81,3.0,_,879.54,38.022708894788536,25 Years and 4 Months,Yes,57.86503767092425,32.178563518495785,High_spent_Large_value_payments,539.5030654772467,Standard
0x348d,CUS_0x783f,August,,31,#F%$D@*&8,Teacher,53106.54,4265.545,9,5,17,5,"Mortgage Loan, Student Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",17,15,4.61,16.0,Bad,4381.27,31.67211717572492,14 Years and 6 Months,Yes,131.14277928253023,95.97279686623258,High_spent_Large_value_payments,439.4389238512372,Poor
0x58b0,CUS_0x382d,July,Jink,42,676-15-4455,Media_Manager,70014.48,6114.54,6,3,18,4,"Not Specified, Auto Loan, Auto Loan, and Not Specified",4,11,11.25,4.0,_,876.04,28.52366337143107,24 Years and 5 Months,Yes,205.5930674477824,48.777408363498466,High_spent_Large_value_payments,597.0835241887193,Standard
0x1bcc,CUS_0x21e6,July,Strupczewskid,48,328-75-6365,Media_Manager,94554.87,7914.572499999998,2,6,2,0,,9,1,9.24,3.0,_,1487.9,28.22359532188732,22 Years and 7 Months,No,0.0,312.0343642350663,High_spent_Medium_value_payments,729.4228857649338,Standard
0x3d44,CUS_0x7f3d,July,Rosendahla,28,233-97-3907,Engineer,17450.0,1582.166666666667,8,3,8,3,"Personal Loan, Mortgage Loan, and Student Loan",11,,13.57,10.0,Standard,1491.56_,30.295904407555646,16 Years and 10 Months,Yes,38.57893012301228,108.78575559350331,Low_spent_Small_value_payments,300.85198095015113,Poor
0x4f1a,CUS_0x8f8c,January,Wanfeng Zhoup,16,682-44-4822,Mechanic,16454.75,1106.2291666666667,9,6,28,7,"Mortgage Loan, Not Specified, Credit-Builder Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",22,,17.47,9.0,Bad,4749.97,39.34748658551936,9 Years and 10 Months,Yes,50.99934527885296,102.36222734078932,Low_spent_Medium_value_payments,237.2613440470244,Standard
0x2b56,CUS_0x65f6,January,Rachelle Younglais,29,489-78-3488,Accountant,61476.93000000001,4940.0775,6,6,22,5,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Not Specified, and Not Specified",40,21,7.82,9.0,Bad,3322.38,30.43883874836625,7 Years and 11 Months,Yes,212.55668803419658,643.2606339540382,Low_spent_Small_value_payments,,Poor
0x252d,CUS_0x4c77,August,Tim Gaynorq,33,#F%$D@*&8,Doctor,9349.475,772.1229166666667,6,6,19,9,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",39,15,24.98,9.0,Bad,4833.08,29.17082468520945,3 Years and 10 Months,Yes,52.065135023870134,11.125105781793431,High_spent_Medium_value_payments,264.0220508610031,Poor
0x5316,CUS_0xcad,January,Nate Raymondq,32,651-50-4567,Manager,16216.795,1454.399583333333,5,6,13,0,,22,10,1.1,2.0,Standard,1470.14,34.40460323374145,23 Years and 5 Months,No,0.0,149.78897523973887,Low_spent_Medium_value_payments,275.6509830935945,Standard
0x2de4,CUS_0xaec2,July,Dhanya Skariachanm,24,218-53-0203,Writer,17445.15,1239.5357096248335,7,1325,26,3,"Credit-Builder Loan, Student Loan, and Auto Loan",39,10,13.76,12.0,Standard,2362.17,27.42555600177545,18 Years and 5 Months,Yes,86.35931776778169,37.7270959816098,Low_spent_Medium_value_payments,329.6166266257751,Poor
0x40a0,CUS_0xa130,March,Steven Scheery,23,834-71-0072,Journalist,42384.08,3296.0066666666667,3,4,4,0,,21,19,6.550000000000002,4.0,Standard,887.44,36.73099010847601,23 Years and 7 Months,No,0.0,__10000__,High_spent_Medium_value_payments,495.8533893828052,Standard
0x482c,CUS_0x641b,March,Ross Kerberx,27,#F%$D@*&8,Musician,22332.29,,6,7,14,3,"Mortgage Loan, Auto Loan, and Auto Loan",27,9,10.29,2.0,_,716.83,35.90838060682215,27 Years and 5 Months,No,34.53849859746837,72.82034390876316,Low_spent_Small_value_payments,380.3435741604352,Standard
0x4af2,CUS_0x8cd4,May,Armstrongm,51,776-50-5932,Lawyer,20871.24,1818.27,3,5,6,0,,13,11,2.95,0.0,Good,364.42,26.0044731309248,15 Years and 6 Months,No,0.0,59.26626912397293,High_spent_Medium_value_payments,372.56073087602715,Standard
0x48a6,CUS_0x42fb,May,Deepa Seetharamane,37,176-30-1485,Entrepreneur,9589.545,697.12875,8,7,33,6_,"Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Payday Loan",21,18,13.71,11.0,Standard,1907.73,39.16223897888853,5 Years and 9 Months,Yes,25.248248041311264,28.547062217055835,Low_spent_Small_value_payments,305.9175647416329,Poor
0x209d,CUS_0x9951,April,Doug Palmerf,40,735-73-7454,Teacher,20540.49,1859.7075,0,4,8,1,Payday Loan,5,3,7.09,2.0,Good,1118.37,39.05399905271506,15 Years and 10 Months,No,8.821659718564948,45.20116976977286,High_spent_Large_value_payments,371.94792051166223,Standard
0x6113,CUS_0x925f,June,B.w,46_,946-11-1039,Entrepreneur,16410.3,1483.525,7,6,33,4,"Mortgage Loan, Not Specified, Mortgage Loan, and Not Specified",33,17,6.75,17.0,Bad,1667.65,34.37355386365149,6 Years and 3 Months,Yes,54.57249571365932,100.48917479194185,Low_spent_Small_value_payments,283.2908294943988,Poor
0x36ae,CUS_0x2dfd,January,"\"\"\"Johnc\"",52,860-87-9053,Journalist,33815.65,2624.9708333333333,5,1,2,-100,"Personal Loan, Student Loan, Mortgage Loan, and Home Equity Loan",14,0,11.61,3.0,Good,91.55,34.75168079986885,15 Years and 2 Months,NM,112.35668841395577,231.12485196254917,Low_spent_Small_value_payments,209.01554295682843,Good
0x4a53,CUS_0x53f9,February,Karen Freifeldw,38,250-47-4635,_______,38149.09,,1,3,8,3,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",12,7,6.72,0.0,Good,821.91,22.549138848928372,19 Years and 5 Months,No,90.32160297711032,151.7971391992493,High_spent_Small_value_payments,329.99034115697367,Good
0x1eee,CUS_0x9a4a,May,Poppery,15,#F%$D@*&8,_______,52972.5,4600.375,7,5,32,3,"Student Loan, Home Equity Loan, and Mortgage Loan",46,27,7.2,12.0,Bad,2196.59,39.37963690168181,8 Years and 11 Months,Yes,112.69576824348246,169.85951046677874,High_spent_Medium_value_payments,427.48222128973885,Standard
0x26e4,CUS_0x63dd,March,Rodrigo Camposw,36,#F%$D@*&8,Doctor,18472.71,1392.3925,10,6,26,4,"Personal Loan, Payday Loan, Student Loan, and Student Loan",48,25_,5.4,8.0,_,2031.89,31.907785051894802,NA,Yes,60.82589002318093,50.25222603936414,Low_spent_Small_value_payments,318.16113393745485,Poor
0x2e1c,CUS_0x3231,March,Jan Strupczewskid,43,408-03-6761,Doctor,36717.63,2872.8025,4,3,19,4,"Credit-Builder Loan, Student Loan, Auto Loan, and Home Equity Loan",28,12,7.05,3.0,Standard,1456.01,39.456995610298364,31 Years and 4 Months,Yes,96.66168930786068,104.3196144494728,Low_spent_Medium_value_payments,366.2989462426665,Standard
0x2c47,CUS_0xc4c9,February,Melj,30,147-54-4253,Entrepreneur,16568.425,1550.7020833333331,5,3,18,1,Payday Loan,14,8,3.56,4.0,Standard,478.11,39.59087515459847,28 Years and 11 Months,No,8.47408555938318,69.27296480422692,Low_spent_Small_value_payments,367.3231579697232,Standard
0x1b3c,CUS_0x8c69,July,Toonkelf,25,070-07-9414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",9,6,1.31,0.0,Good,399.92,24.02168184658065,20 Years and 8 Months,No,25.58028081581637,50.96786774008395,High_spent_Medium_value_payments,358.58535144409973,Good
0x2226,CUS_0x77d1,January,Alpere,33,085-79-9089,Accountant,18969.19,1849.765833333333,1,7,8,0,,13,11,3.36,2.0,Good,54.82,32.64698133957405,NA,NM,0.0,200.32777237179508,Low_spent_Small_value_payments,274.64881096153823,Standard
0x2f4d,CUS_0x55bd,August,Emily Flitterr,42,024-80-3561,Doctor,105521.58,8595.465,4,6,5,4,"Mortgage Loan, Student Loan, Payday Loan, and Student Loan",8,18,7.07,8.0,_,462.11,32.537904712582076,22 Years and 10 Months,Yes,224.51078629480077,394.05519449650205,Low_spent_Medium_value_payments,520.9805192086973,Poor
0x27e1,CUS_0x9b60,April,Ricka,33,624-63-2071,Architect,62874.96,5086.58,3,4,15,4,"Credit-Builder Loan, Student Loan, Auto Loan, and Personal Loan",21,19,17.1,7.0,_,527.16,35.92075484024078,20 Years and 1 Months,Yes,129.36640345231964,__10000__,Low_spent_Large_value_payments,281.71099537775467,Standard
0x4e81,CUS_0xc27,April,Nadia Damounih,42,783-54-8372,Media_Manager,15294387.0,2809.0483333333336,0,4,11,3,"Personal Loan, Debt Consolidation Loan, and Auto Loan",0,3,16.86,5.0,Good,595.8,35.96707693154178,15 Years and 8 Months,No,59.155213133863036,30.40212364213944,High_spent_Medium_value_payments,441.3474965573308,Standard
0x25bb,CUS_0x6346,June,,50,005-96-9331,Media_Manager,99089.52,8309.46,5,1,9,1,Personal Loan,-1,-2,8.66,2.0,Good,338.95,29.88711686428327,33 Years and 1 Months,No,57.16122949174202,408.9073828148487,Low_spent_Medium_value_payments,644.8773876934092,Good
0x5aa6,CUS_0xac23,May,Mark Johnf,25,738-28-1028,Accountant,21882475.0,,8,10,21,5,"Not Specified, Credit-Builder Loan, Mortgage Loan, Personal Loan, and Personal Loan",23,11,19.35,9.0,_,1656.54,38.46897129479418,17 Years and 2 Months,Yes,213.9627850305792,689.84491089316,Low_spent_Medium_value_payments,53.47097074292765,Poor
0x5de0,CUS_0x56b4,March,Kaou,33,#F%$D@*&8,Doctor,17416.75,,5,6,12,4,"Payday Loan, Payday Loan, Student Loan, and Personal Loan",6,10,10.1,0.0,Good,505.44,36.56040981077921,30 Years and 4 Months,No,36.559186095505574,__10000__,Low_spent_Medium_value_payments,249.72837552879108,Good
0x4874,CUS_0x66a7,March,Karenu,41,041-64-1188,Lawyer,36963.52,2902.293333333333,9,10,23,8,"Not Specified, Debt Consolidation Loan, Payday Loan, Payday Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Mortgage Loan",54,25,4.27,17.0,Bad,2518.8,31.852535683638806,13 Years and 5 Months,Yes,203.6009926540305,54.08592442070602,High_spent_Large_value_payments,272.5424162585968,Poor
0x2ea5,CUS_0x9784,August,Vlastelicav,34,593-49-0431,Journalist,16808.32,1276.6933333333334,0,7,10,2,"Home Equity Loan, and Mortgage Loan",15,0,8.67,3.0,Good,582.3,37.44931807537875,17 Years and 4 Months,No,18.7896360318844,76.69982369410462,Low_spent_Large_value_payments,302.17987360734435,Good
0x3d13,CUS_0x3c96,June,,28,#F%$D@*&8,Scientist,48181.11,3888.0925,8,8,34,4,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",10,14,13.08,9.0,Standard,2623.14,30.286651424696306,6 Years and 8 Months,Yes,82.03861836216738,73.58172077073152,High_spent_Medium_value_payments,483.18891086710113,Poor
0x5626,CUS_0xb1a2,May,Lee Chyeni,20,132-80-7668,Entrepreneur,20785.005,,4,5,4,0,,1,12,0.96,4.0,Good,125.84,35.850753644480235,17 Years and 11 Months,No,177.2353905331417,69.59409627394372,Low_spent_Large_value_payments,384.1142787260563,Good
0x4d94,CUS_0x88c1,July,Frank Siebeltu,23,417-39-8051,Developer,102412.35,8290.3625,5,6,8,0,,26,17,12.13,3.0,_,719.06,38.66276043145339,18 Years and 11 Months,Yes,0.0,274.3826880388105,High_spent_Medium_value_payments,804.6535619611896,Standard
0x4f02,CUS_0xc48c,January,Roumeliotisl,54,129-28-5358,Musician,33720.51,2678.0425,7,4,16,2,"Home Equity Loan, and Personal Loan",18,19,9.47,3.0,Standard,583.96,25.69496475964475,32 Years and 4 Months,Yes,43.614197148722155,60.359931961565074,High_spent_Medium_value_payments,413.8301208897128,Standard
0x1e44,CUS_0x661b,March,Jennifer Ablanc,29,926-72-2848,Developer,10623.765,895.3137499999998,6,3,18,3_,"Home Equity Loan, Personal Loan, and Home Equity Loan",7,12,16.39,7.0,Standard,181.68,30.252417046191248,NA,Yes,26.515279960070053,35.2797749477872,Low_spent_Small_value_payments,317.7363200921428,Standard
0x2424,CUS_0xa706,July,Matthiasr,50,475-31-3601,Manager,96275.84,8101.986666666668,6,6,19,1,Not Specified,7,18,7.94,5.0,Standard,999.36,34.027092564045375,26 Years and 8 Months,Yes,64.96133685120404,160.23063954157232,High_spent_Medium_value_payments,835.0066902738904,Poor
0x2324,CUS_0xa71a,March,ernardot,33,#F%$D@*&8,Teacher,15713.83,1313.4858333333334,7,8,23,2,"Home Equity Loan, and Credit-Builder Loan",46,11,12.39,6.0,_,2271.53,41.12704546437226,10 Years and 7 Months,Yes,20.30880921277818,60.388000880341814,Low_spent_Medium_value_payments,330.65177324021334,Poor
0x438c,CUS_0x3224,July,Andrea Shalal-Esaw,18,078-06-0704,Lawyer,53181.21,4636.7675,5,5,8,3,"Not Specified, Not Specified, and Student Loan",13,19,21.38,4.0,Standard,1942.0,27.901168724968944,10 Years and 1 Months,Yes,84.02175113249713,381.95993529996065,!@9#%8,287.6950635675423,Standard
0x3e84,CUS_0x9cea,March,Basesj,20,462-34-2340,Accountant,19997.48,1562.456666666667,8,8,27,7,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",27,24,3.82,10.0,_,3723.83,26.743427758725854,2 Years and 7 Months,Yes,94.15938052147631,12.089064980365677,High_spent_Large_value_payments,289.9972211648247,Poor
0x2b10,CUS_0x92ef,March,Tripathya,36,297-54-9325,Mechanic,69870.88,6020.573333333334,3,6,7,-100,"Payday Loan, Payday Loan, and Auto Loan",26,19,8.26,6.0,Standard,2106.68,31.271617129159342,5 Years and 7 Months,NM,148.70951515669438,295.89181589874306,Low_spent_Medium_value_payments,437.45600227789595,Standard
0x6391,CUS_0x7dd5,August,Anna Drivero,19,059-66-6817,Media_Manager,69642.0,5842.5,2,2,12,1,Mortgage Loan,4,8,7.41,9.0,_,203.56,37.14318066199345,21 Years and 9 Months,No,57.05318214689517,166.6014378943739,High_spent_Medium_value_payments,610.5953799587309,Good
0x20ca,CUS_0x2242,January,Barrf,38,067-10-5283,Teacher,39399.9,3487.3250000000007,6,6,17,2,"Not Specified, and Payday Loan",27,19,18.62,12.0,Standard,2206.86,38.244631990720244,11 Years and 5 Months,Yes,43.17129879936478,317.9129512125796,Low_spent_Medium_value_payments,267.64824998805574,Poor
0x6474,CUS_0xb0c1,July,Nate Raymondz,35,569-43-2977,Manager,8175.65,,8,10,15,7,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Not Specified, Auto Loan, and Debt Consolidation Loan",43,22,_,11.0,Bad,4156.36,30.359485761034755,2 Years and 10 Months,Yes,30.116961738942127,33.413157536390855,Low_spent_Small_value_payments,268.9002973913337,Standard
0x54b1,CUS_0x8983,April,Danl,29,505-01-1613,Scientist,60122.68,5004.223333333333,1539,5,8,0,,4,12,11.73,4.0,_,1200.67,30.071369773043127,15 Years and 8 Months,No,0.0,102.7641653668855,High_spent_Medium_value_payments,647.6581679664479,Good
