ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x4e17,CUS_0xb5aa,June,Poornima Guptaz,16,419-67-9786,Media_Manager,49417.52,4175.126666666666,4,5,9,6_,"Student Loan, Student Loan, Personal Loan, Personal Loan, Mortgage Loan, and Not Specified",26,17,4.69,9.0,Standard,1182.62,36.15051048678578,15 Years and 3 Months,NM,162.12733607529842,302.5602857148878,Low_spent_Large_value_payments,222.82504487648043,Standard
0x3702,CUS_0xb67c,January,Ronaldy,49,432-02-3211,Entrepreneur,44747.54_,3984.961666666666,1,4,11,2,"Debt Consolidation Loan, and Credit-Builder Loan",1,6,2.28,2.0,Good,833.1,35.433699992049775,19 Years and 4 Months,No,48.885394323927876,112.03295489264588,High_spent_Medium_value_payments,487.57781745009294,Standard
0x32dc,CUS_0x756a,July,Stempela,43,547-30-4387,Writer,30257.02,2605.418333333333,10,6,33,5,"Payday Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",51,24,14.83,9.0,Bad,2437.84,30.533701177953105,18 Years and 7 Months,Yes,78.0890053077879,245.99985390804952,Low_spent_Small_value_payments,226.45297411749598,Poor
0x6188,CUS_0x8c8a,March,Vlastelicaw,48_,134-88-7054,Accountant,98509.71,8197.1425,5,6,6,1,Credit-Builder Loan,14,9,7.38,3.0,_,83.94,35.67905226851534,15 Years and 9 Months,No,55.70340734930403,1075.950387882605,Low_spent_Small_value_payments,,Standard
0x377d,CUS_0x5bb7,April,Deepa Seetharamank,47,237-77-2781,Journalist,108172.29,9230.3575,3,1,7,4,"Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Debt Consolidation Loan",3,1,8.34,1.0,Good,539.59_,36.93675025903847,25 Years and 8 Months,No,359.9076810046916,239.86857210592984,High_spent_Medium_value_payments,573.2594968893786,Good
0x3b82,CUS_0xc650,January,Steve Scherero,45,517-42-5927,Musician,118879.68,9641.64,5,3,15,6,"Home Equity Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Home Equity Loan",10,17,10.06,5.0,_,233.76,35.812235663017006,17 Years and 5 Months,NM,65188.0,239.45078070787525,High_spent_Medium_value_payments,644.0917822978845,Standard
0x3314,CUS_0x6b88,March,Nairr,28,284-92-0654,Scientist,31461.84,,7,1071,12,5,"Student Loan, Student Loan, Home Equity Loan, Student Loan, and Payday Loan",28,14,19.3,6.0,Standard,886.09,31.4347394295926,10 Years and 1 Months,NM,68.7586491895531,45.95734247803751,!@9#%8,425.66600833240943,Standard
0x257e,CUS_0x467f,May,Johns,19,253-64-1331,Accountant,16813.54,1101.1283333333333,8,10,33,8,"Not Specified, Payday Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",19,18,5.19,12.0,_,3520.79,28.315136047897116,NA,Yes,92.94111494302722,124.49842703339392,Low_spent_Small_value_payments,182.67329135691224,Poor
0x49f4,CUS_0x88ca,March,"\"ODonnell\"\"p\"",49,626-22-2410,Writer,30020.14,2179.2978733302443,1,7,3,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",5,12,1.25,4.0,_,1292.34,35.01157337922949,25 Years and 0 Months,No,257.61971357555433,41.63970301825918,!@9#%8,352.7888767426087,Standard
0x39fc,CUS_0xa81d,July,Yoko Kubotaj,23,#F%$D@*&8,Media_Manager,82093.52,6574.126666666668,8,5,6,4,"Payday Loan, Auto Loan, Debt Consolidation Loan, and Mortgage Loan",7,8,3.4,1.0,Standard,825.25,27.577442383886233,20 Years and 2 Months,No,188.83381520418385,618.1221138819324,Low_spent_Medium_value_payments,130.45673758055057,Standard
