ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x39e5,CUS_0x45f8,August,ewichb,56,137-75-8833,Musician,30594.51,,3,3,20,3,"Mortgage Loan, Payday Loan, and Debt Consolidation Loan",28,23_,8.57,3.0,_,1277.91,34.51644230930025,32 Years and 5 Months,NM,42011.0,31.0442829623144,High_spent_Medium_value_payments,396.99060400851835,Standard
0x57a3,CUS_0x275e,February,,30,504-54-6793,Engineer,105860.04,8996.67,5,5,13,2,"Payday Loan, and Student Loan",6,10,11.09,8.0,Standard,224.7,29.87502245030229,17 Years and 0 Months,Yes,103.05856684084387,392.30878178386126,Low_spent_Medium_value_payments,684.2996513752947,Standard
0x215d,CUS_0xc434,April,,35,#F%$D@*&8,Journalist,11245.11,1173.0925000000002,3,6,11,0,,12,13,8.01,1.0,_,169.86,34.104516828237394,23 Years and 5 Months,Yes,0.0,80.76257671565648,Low_spent_Medium_value_payments,316.5466732843436,Standard
0x183c,CUS_0x75c6,July,"\"\"\"John ODonnell\"\"p\"",30,587-65-8904,Teacher,87215.68,7489.973333333332,2,6,8,2_,"Auto Loan, and Payday Loan",2,5,10.98,0.0,Good,680.77,30.483817218934423,21 Years and 2 Months,No,121.68201673654265,169.11088560882388,High_spent_Large_value_payments,698.2044309879668,Good
0x4c44,CUS_0xa340,July,Balazs Koranyiz,29,328-38-0262,Developer,60417.68,5237.806666666666,5,4,18,1,Credit-Builder Loan,17,9,5.300000000000002,4.0,Standard,1010.73,25.294561087059964,32 Years and 7 Months,NM,27.46092673718074,91.59507039530779,High_spent_Medium_value_payments,654.7246695341781,Standard
0x411a,CUS_0x18b5,May,Caroline Valetkevitcht,45,732-18-5419,Developer,63501.72,5471.81,9,8,21,2,"Auto Loan, and Not Specified",18,20,8.27,13.0,Bad,2056.37,25.12095324666571,10 Years and 0 Months,Yes,105.23868742935785,539.7379355161088,Low_spent_Medium_value_payments,182.20437705453344,Poor
0x5418,CUS_0x5ec6,July,Ananthalakshmiw,22,024-21-6368,_______,7415.08,,5,6,14,6,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Mortgage Loan, and Personal Loan",11,8,4.0600000000000005,9.0,_,583.56,29.665205106275955,16 Years and 3 Months,Yes,27.0108052417706,40.31846362501047,Low_spent_Medium_value_payments,294.26306446655224,Standard
0x475e,CUS_0x6472,January,Julien Toyerg,24_,416-81-5863,Journalist,32218.68,,3,5,5,1,Not Specified,-3,9,8.18,1.0,Good,94.27,33.62467082310892,16 Years and 9 Months,No,10317.0,303.41411475575387,Low_spent_Small_value_payments,243.94695735975742,Standard
0x50cd,CUS_0x3434,April,"\"\"\"Eileen OGrady\"\"t\"",17,#F%$D@*&8,Teacher,20380.41,1581.3675,7,6,29,4,"Credit-Builder Loan, Payday Loan, Auto Loan, and Credit-Builder Loan",28,24,_,12.0,Bad,1791.56,37.1627855904409,13 Years and 1 Months,Yes,63.644129351125095,__10000__,!@9#%8,327.01222342069286,Poor
0x39d8,CUS_0xc683,July,Tim Kellyh,26,246-48-2462,Writer,36901.31,2952.109166666666,8,5,18,1,Debt Consolidation Loan,20,11,5.2,3.0,Standard,100.36,38.01188344549043,18 Years and 4 Months,Yes,27.973520364244443,113.09142353362877,High_spent_Medium_value_payments,404.1459727687935,Good
