ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x1ee5,CUS_0x5761,August,Taylora,30,154-57-8374,Entrepreneur,29999.94,2767.995,10,9,15,5,"Auto Loan, Payday Loan, Mortgage Loan, Student Loan, and Mortgage Loan",42,21,3.67,13.0,Bad,2593.23,28.823675504409717,16 Years and 8 Months,Yes,101.64748417267151,185.9308172176029,Low_spent_Small_value_payments,279.22119860972555,Poor
0x1d11,CUS_0xb000,August,Frazierm,21,087-15-2781,Media_Manager,30272.61,2258.7175,3,3,15,1_,Payday Loan,30,8,8.83,9.0,Standard,180.94,27.04666862898917,16 Years and 5 Months,Yes,17.975850989790292,110.21545884520472,Low_spent_Small_value_payments,387.68044016500505,Standard
0x5aa7,CUS_0xac23,June,Mark Johnf,25,738-28-1028,_______,78417.44,6772.786666666668,8,10,21,5,"Not Specified, Credit-Builder Loan, Mortgage Loan, Personal Loan, and Personal Loan",22,11,19.35,9.0,Standard,1656.54,29.01751362414321,17 Years and 3 Months,Yes,213.9627850305792,84.72044874463708,High_spent_Large_value_payments,618.5954328914504,Poor
0x2c63,CUS_0x448c,June,Samuel Shena,15,028-69-9480,Mechanic,101500.92,,4,6,14,2,"Payday Loan, and Personal Loan",29,18,10.37,6.0,Standard,835.46,30.521859380811637,15 Years and 7 Months,Yes,141.54570621500434,182.381164230595,High_spent_Small_value_payments,801.7141295544006,Poor
0x3f74,CUS_0xa5e6,March,Ahmedv,36,086-28-6732,Lawyer,130793.12,10957.426666666666,6,6,20,3,"Not Specified, Personal Loan, and Auto Loan",20,12,8.36,7.0,_,298.13,40.98613723003171,16 Years and 10 Months,Yes,179.25120896010532,177.13014229591374,High_spent_Large_value_payments,979.3613154106478,Standard
0x1814,CUS_0xaedb,March,Olivia Oranr,19,272-47-1135,Musician,85554.03,7185.5025,4,2,3,0,,12,7,6.43,3.0,_,1095.73,36.62486341899649,19 Years and 9 Months,No,0.0,128.5248739482009,High_spent_Medium_value_payments,840.0253760517992,Good
0x4e19,CUS_0xb5aa,August,Poornima Guptaz,16,419-67-9786,_______,49417.52,,4,5,9,6,"Student Loan, Student Loan, Personal Loan, Personal Loan, Mortgage Loan, and Not Specified",30,19,8.69,9.0,Standard,1182.62,38.34526646792036,15 Years and 5 Months,Yes,162.12733607529842,31.070590041366202,High_spent_Large_value_payments,464.31474055000206,Standard
0x26cf,CUS_0x9d0d,June,Chrisq,18,550-29-3197,Engineer,15119.56,1209.9633333333334,6,5,29,6_,"Personal Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",29,18,21.63,,Bad,3154.07,35.00079071892455,13 Years and 0 Months,Yes,58.21119196609352,16.11466976752444,High_spent_Large_value_payments,286.67047159971537,Standard
0x4f8c,CUS_0x7292,July,Jennifer Ablanl,50,439-78-9960,Developer,19199.49,1649.9575000000002,3,1,4,2,"Student Loan, and Debt Consolidation Loan",7,7,4.11,3.0,Good,399.44,34.137820226898064,26 Years and 5 Months,No,31.85522003344796,60.91973210445161,High_spent_Medium_value_payments,322.2207978621005,Standard
0x62fd,CUS_0xa31,April,Kime,36,223-20-4364,_______,107392.74,8681.395,5,5,6,1,Auto Loan,33,20,8.69,2.0,Standard,248.84,39.916095428335574,NA,Yes,51.61389686009303,284.7095351466638,High_spent_Medium_value_payments,781.8160679932432,Standard
0x2002,CUS_0xbda3,May,Chris Vellacotte,23,016-19-9621,Manager,30972.54,2431.045,7,496,16,2,"Home Equity Loan, and Mortgage Loan",59,16,18.91,10.0,Standard,2203.46,32.66670323761148,14 Years and 1 Months,NM,35.63379961862531,41.47008708902257,High_spent_Large_value_payments,406.00061329235217,Standard
0x1ba5,CUS_0x2365,April,Browningo,42,552-90-7532,Writer,57610.32,4517.86,8,10,25,9,"Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan",41,23,21.31,7.0,Bad,4428.64,37.08519649778355,1 Years and 8 Months,Yes,256.23417922698957,36.03012554918,High_spent_Large_value_payments,399.52169522383036,Poor
0x3dd3,CUS_0x64c0,June,Clementl,15,644-67-7119,Media_Manager,9737.955,652.49625,7,10,29,4,"Payday Loan, Payday Loan, Auto Loan, and Home Equity Loan",56,17,4.28,10.0,Bad,1916.48,29.199645573401146,10 Years and 9 Months,Yes,30.519958217182154,49.2691402591218,Low_spent_Small_value_payments,275.46052652369605,Poor
0x5f61,CUS_0x9cc2,April,N.x,38,865-85-5827,Developer,48755.5,3801.958333333334,5,6,1942,-100,"Debt Consolidation Loan, and Home Equity Loan",22,13,_,3.0,Standard,918.88,38.677276840735615,21 Years and 0 Months,No,76.71479236853966,242.0403437517301,Low_spent_Medium_value_payments,341.44069721306363,Standard
