ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x3d81,CUS_0xaf2a,August,Davids,35,103-33-1315,Musician,17654.72,1173.2266666666667,7,8,30,-100,"Mortgage Loan, Payday Loan, and Payday Loan",54,19,7.61,9.0,_,1452.82,36.62562175384877,18 Years and 8 Months,Yes,30.458716720241828,145.351053329172,Low_spent_Small_value_payments,231.5128966172529,Poor
0x4929,CUS_0x3356,April,,47,050-91-7855,Doctor,30081.37,2333.7808333333332,1,2,3,1,Mortgage Loan,6,12,9.18,1.0,Good,1421.99,24.05487644912879,30 Years and 0 Months,No,13.67171284481858,__10000__,!@9#%8,375.25250310638353,Good
0x604f,CUS_0x449b,February,Ransdellt,24,807-35-0785,Engineer,36943.98,,7,9,34,8,"Home Equity Loan, Not Specified, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, and Not Specified",58,,19.98,10.0,_,4735.18,23.628442947939373,13 Years and 11 Months,Yes,172.85878703266275,282.3981082462314,Low_spent_Small_value_payments,171.70960472110585,Standard
0x57cd,CUS_0x99a9,August,Jennifer Sabam,21,665-44-5354,Developer,27956.77,2624.730833333333,5,5,20,2,"Mortgage Loan, and Not Specified",21,7,15.9,8.0,Standard,249.39,36.38465025525519,29 Years and 2 Months,Yes,26.9887497741038,60.41285506733819,High_spent_Medium_value_payments,425.0714784918914,Standard
0x2ce5,CUS_0x3ea1,April,Shalal-Esae,44,#F%$D@*&8,Writer,51552.60000000001,4413.05,6,4,18,3,"Debt Consolidation Loan, Student Loan, and Mortgage Loan",11,13,14.86,6.0,Standard,1710.66,39.57073502336757,NA,Yes,119.8552501084587,154.05330006369672,High_spent_Medium_value_payments,417.3964498278448,Standard
0x64f9,CUS_0x4ff7,August,Chatterjeem,15,366-35-7290,_______,16873.05,,6,8,21,7,"Mortgage Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Personal Loan, and Payday Loan",37,23,0.6699999999999999,11.0,Bad,3600.43,26.981763919880787,6 Years and 9 Months,Yes,94.87730915039499,,Low_spent_Small_value_payments,240.37819985822782,Poor
0x317c,CUS_0x951b,March,,29,788-71-0922,Engineer,16471.35,1211.6125,3,8,21,4,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",9,17,18.77,15.0,Standard,1898.34,28.82801446689198,13 Years and 7 Months,Yes,46.67344608509328,78.50955584774245,Low_spent_Small_value_payments,285.97824806716426,Poor
0x40a3,CUS_0xa130,June,Steven Scheery,23,834-71-0072,Journalist,42384.08,3296.0066666666667,3,4,4,0,,21,,11.55,5.0,Standard,887.44,26.624392277008024,23 Years and 10 Months,No,0.0,321.39356795789,Low_spent_Medium_value_payments,288.20709870877675,Standard
0x5b75,CUS_0x7d1e,August,en Klaymanc,41,003-51-5141,Scientist,60182.7,4800.225,6,7,5,7,"Student Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Not Specified, Not Specified, and Not Specified",33,9,17.86,6.0,Standard,1742.58,35.290632396383884,19 Years and 3 Months,Yes,265.40055225667334,296.3081583511227,High_spent_Small_value_payments,178.31378939220406,Poor
0x1fea,CUS_0x5d94,May,Tom Milese,39,653-16-0086,Developer,122978.43,,0,1,9,3,"Home Equity Loan, Student Loan, and Debt Consolidation Loan",17,4,7.33,3.0,Good,1197.33,36.894373116542674,28 Years and 2 Months,No,168.0066863638793,294.84056431139186,High_spent_Small_value_payments,848.5729993247287,Good
0x382e,CUS_0x4b2c,January,Claire Davenporte,33,#F%$D@*&8,Entrepreneur,22488.625,1700.052083333333,1,3,6,1,Payday Loan,10,13,0.69,3.0,Good,590.85,35.95389178954631,15 Years and 8 Months,No,11.478601693258964,60.61641597421765,!@9#%8,357.9101906658567,Standard
0x5766,CUS_0x99dc,January,,34,135-62-4830,Developer,73044.56,6149.046666666666,7,9,30,5,"Payday Loan, Auto Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",26,22,-0.8899999999999997,10.0,Bad,2818.83,25.84575820520463,NA,Yes,281.68976060717387,452.7136838402649,Low_spent_Medium_value_payments,160.50122221922794,Standard
0x4f10,CUS_0xb793,March,Damouniw,23,405-60-2301,Teacher,81091.76,6603.6466666666665,9,6,25,9,"Home Equity Loan, Student Loan, Not Specified, Student Loan, Mortgage Loan, Not Specified, Payday Loan, Student Loan, and Student Loan",19,19,7.92,10.0,_,1794.98,31.893164523504577,9 Years and 6 Months,Yes,445.55591542798,151.94089181875538,High_spent_Large_value_payments,302.8678594199314,Poor
0x5ff2,CUS_0xa5b6,May,Ellenr,42,066-53-5086,Media_Manager,13019.77,863.9808333333333,7,4,13,1,Not Specified,10,15,0.92,3.0,Standard,937.2,31.24968719747405,26 Years and 0 Months,No,5.905518075982049,81.95729112837094,Low_spent_Small_value_payments,288.53527412898035,Poor
0x171b,CUS_0x5b48,June,McBrideq,32,706-95-0150,Lawyer,12600.445,782.0370833333334,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,19,15.79,7.0,Standard,569.8,36.52748004014412,12 Years and 8 Months,Yes,26.060347529205966,48.00806665619237,Low_spent_Small_value_payments,294.135294147935,Poor
0x241f,CUS_0xa706,February,Matthiasr,50,475-31-3601,Manager,96275.84,,6,6,19,1,Not Specified,7,18,6.94,1.0,_,999.36,36.86495684823617,26 Years and 3 Months,Yes,64.96133685120404,,High_spent_Large_value_payments,897.7089303235599,Standard
0x2c54,CUS_0xac39,March,Rickt,29,208-42-4255,Writer,14952.03,1445.0025,10,8,22,9,"Payday Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",19,25,17.2,10.0,_,3566.21,34.99715681755267,4 Years and 1 Months,Yes,105.58361397265543,121.46023166145956,Low_spent_Small_value_payments,207.45640436588505,Poor
