ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x2354,CUS_0xf59,March,Huntt,21,008-37-9819,Doctor,38539.57,3438.630833333333,4,2,3,-100,Mortgage Loan,8,-2,_,0.0,Good,526.62,39.48930932759264,29 Years and 9 Months,NM,22.683279167352556,243.2758564466573,!@9#%8,367.9039477193234,Good
0x4a24,CUS_0xeda,March,Ringstrom Johanm,43,445-18-7956,Mechanic,78999.96,6396.330000000001,8,5,20,4,"Payday Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",40,24,_,12.0,Bad,2062.79,35.94496119504685,NA,Yes,138.2606061819985,331.2954598704214,Low_spent_Small_value_payments,460.07693394758036,Poor
0x4189,CUS_0x8991,August,Nicolau,50,312-72-0232,Engineer,148786.04_,,4,4,4,3,"Personal Loan, Auto Loan, and Mortgage Loan",11,10,10.71,2.0,Good,399.45,28.351134032782287,24 Years and 4 Months,No,237.4135108898016,282.2925079168505,High_spent_Large_value_payments,969.5776478600148,Good
0x6261,CUS_0x4ac9,April,Michael Holdenz,31,411-30-1866,_______,95332.23,7860.3525,2,4,4,3,"Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",15,0,4.83,4.0,Good,378.58,30.15763332238732,15 Years and 5 Months,No,173.4436989592252,__10000__,High_spent_Small_value_payments,700.6664653708735,Good
0x605c,CUS_0x8dc0,March,Gordonl,34,123-97-7515,Lawyer,15185.65,1329.4708333333333,8,9,27,3,"Auto Loan, Payday Loan, and Debt Consolidation Loan",43,15,17.75,12.0,_,2265.53,36.468663125012455,15 Years and 6 Months,Yes,22.73084035420283,71.85802845500216,Low_spent_Medium_value_payments,318.35821452412836,Poor
0x5fcb,CUS_0x5379,February,Emma Thomassonw,24,176-84-5216,Developer,73458.16,6151.513333333332,1,4,5,4,"Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Payday Loan",6,1,_,3.0,Good,121.79,40.972697290495866,16 Years and 4 Months,No,139.61735170622543,316.79280189427936,Low_spent_Medium_value_payments,438.7411797328285,Standard
0x3720,CUS_0xa6c6,July,Albertow,30,114-05-6534,Mechanic,52595.46,4532.955,9,7,28,6,"Payday Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Personal Loan, and Debt Consolidation Loan",41,12,13.8,13.0,Standard,1394.29,35.43770299726278,19 Years and 4 Months,Yes,244.39703128523843,130.79813717850777,High_spent_Small_value_payments,338.1003315362538,Poor
0x45df,CUS_0x4d2e,February,Benk,34,280-54-8121,Teacher,98887.41,8176.6175,0,5,1,1,Personal Loan,13,2,2.16,2.0,Good,1496.8,23.761509632725293,22 Years and 3 Months,No,67.18817914523072,568.6965775672534,High_spent_Small_value_payments,441.776993287516,Poor
0x3efe,CUS_0x8962,May,,40,400-08-0195,Lawyer,9542.28,671.19,6,6,14,4,"Not Specified, Not Specified, Mortgage Loan, and Mortgage Loan",22,10,14.96,6.0,Standard,322.61,36.95463013438715,7 Years and 9 Months,NM,22.400698992528724,__10000__,High_spent_Small_value_payments,292.2548976996456,Standard
0x4388,CUS_0x3224,March,Andrea Shalal-Esaw,18,078-06-0704,Lawyer,53181.21,4636.7675,5,5,8,3,"Not Specified, Not Specified, and Student Loan",13,16,19.38,4.0,Standard,1942.0,31.77290224429504,9 Years and 9 Months,Yes,84.02175113249713,183.26090834093984,High_spent_Medium_value_payments,446.3940905265631,Standard
